2025-10-01T20:30:48:  INFO  Accepting connections at http://localhost:3000
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /admin/ready-papers
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/index-upgO-ZMf.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/react-vendor-C7_2p32o.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/index-BUv0K0Zk.css
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/routes-BZNB1puo.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 3 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/card-DwwPDlZ1.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/alert-dialog-reYNkKa2.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/table-RB8QUqQy.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/select-DO-v3I4G.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/ready-papers-page-CSArSiU5.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/input-ZQEGr4gq.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/search-Dnn2yy-S.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/mock-ready-papers-rPm9gbEh.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/chevron-left-aMEHGqps.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 GET /assets/eye-Co3TJyS0.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 GET /assets/square-pen-CT2P29K6.js
2025-10-01T21:16:02:  HTTP  10/1/2025 9:16:02 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 GET /assets/admin-sidebar-yHIVJcUx.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 GET /assets/skeleton-CyH2GCK-.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 GET /assets/avatar-bJiRI8lT.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 GET /assets/download-DC4HVK4a.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 GET /assets/layout-dashboard-RqNgzc_a.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 GET /assets/index-91jSTSfl.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 GET /assets/message-square-D0L4UOrF.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 GET /assets/library-DlLxw63y.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 GET /assets/log-out-TYN56xs3.js
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 GET /logo.png
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM ::1 Returned 304 in 2 ms
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 GET /logo.png
2025-10-01T21:16:03:  HTTP  10/1/2025 9:16:03 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 GET /admin/ready-papers
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 Returned 304 in 2 ms
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM 127.0.0.1 GET /assets/index-upgO-ZMf.js
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 GET /assets/react-vendor-C7_2p32o.js
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM 127.0.0.1 GET /assets/index-BUv0K0Zk.css
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 GET /assets/routes-BZNB1puo.js
2025-10-01T21:16:08:  HTTP  10/1/2025 9:16:08 PM ::1 Returned 304 in 2 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /logo.png
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/select-DO-v3I4G.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/input-ZQEGr4gq.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/alert-dialog-reYNkKa2.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/card-DwwPDlZ1.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/ready-papers-page-CSArSiU5.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/table-RB8QUqQy.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/mock-ready-papers-rPm9gbEh.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/search-Dnn2yy-S.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/eye-Co3TJyS0.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/avatar-bJiRI8lT.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/skeleton-CyH2GCK-.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/chevron-left-aMEHGqps.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/admin-sidebar-yHIVJcUx.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/square-pen-CT2P29K6.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/index-91jSTSfl.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/layout-dashboard-RqNgzc_a.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/download-DC4HVK4a.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /assets/message-square-D0L4UOrF.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/library-DlLxw63y.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 GET /assets/log-out-TYN56xs3.js
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 GET /logo.png
2025-10-01T21:16:09:  HTTP  10/1/2025 9:16:09 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:23:  HTTP  10/1/2025 9:16:23 PM 127.0.0.1 GET /assets/use-api-BxbeULcg.js
2025-10-01T21:16:23:  HTTP  10/1/2025 9:16:23 PM ::1 GET /assets/free-papers-page-CgFrM1w9.js
2025-10-01T21:16:23:  HTTP  10/1/2025 9:16:23 PM ::1 GET /assets/funnel-Ce40nsbA.js
2025-10-01T21:16:23:  HTTP  10/1/2025 9:16:23 PM 127.0.0.1 Returned 304 in 3 ms
2025-10-01T21:16:23:  HTTP  10/1/2025 9:16:23 PM ::1 Returned 200 in 2 ms
2025-10-01T21:16:23:  HTTP  10/1/2025 9:16:23 PM ::1 Returned 200 in 3 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /admin/free-papers
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/index-upgO-ZMf.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/react-vendor-C7_2p32o.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/index-BUv0K0Zk.css
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/routes-BZNB1puo.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/select-DO-v3I4G.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/table-RB8QUqQy.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/input-ZQEGr4gq.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/alert-dialog-reYNkKa2.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/card-DwwPDlZ1.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/free-papers-page-CgFrM1w9.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/use-api-BxbeULcg.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 2 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/funnel-Ce40nsbA.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/eye-Co3TJyS0.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/square-pen-CT2P29K6.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/chevron-left-aMEHGqps.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/skeleton-CyH2GCK-.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 3 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/search-Dnn2yy-S.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/admin-sidebar-yHIVJcUx.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/avatar-bJiRI8lT.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/index-91jSTSfl.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/download-DC4HVK4a.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/layout-dashboard-RqNgzc_a.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/message-square-D0L4UOrF.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /assets/library-DlLxw63y.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 GET /assets/log-out-TYN56xs3.js
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 GET /logo.png
2025-10-01T21:16:25:  HTTP  10/1/2025 9:16:25 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:26:  HTTP  10/1/2025 9:16:26 PM 127.0.0.1 GET /logo.png
2025-10-01T21:16:26:  HTTP  10/1/2025 9:16:26 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-01T21:16:28:  HTTP  10/1/2025 9:16:28 PM ::1 GET /assets/mock-ready-papers-rPm9gbEh.js
2025-10-01T21:16:28:  HTTP  10/1/2025 9:16:28 PM ::1 GET /assets/ready-papers-page-CSArSiU5.js
2025-10-01T21:16:28:  HTTP  10/1/2025 9:16:28 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:28:  HTTP  10/1/2025 9:16:28 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:29:  HTTP  10/1/2025 9:16:29 PM 127.0.0.1 GET /admin/ready-papers
2025-10-01T21:16:29:  HTTP  10/1/2025 9:16:29 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/index-upgO-ZMf.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/index-BUv0K0Zk.css
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/react-vendor-C7_2p32o.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 2 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/routes-BZNB1puo.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/select-DO-v3I4G.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/alert-dialog-reYNkKa2.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 2 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/input-ZQEGr4gq.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/table-RB8QUqQy.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/ready-papers-page-CSArSiU5.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/card-DwwPDlZ1.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/mock-ready-papers-rPm9gbEh.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/eye-Co3TJyS0.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/chevron-left-aMEHGqps.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/square-pen-CT2P29K6.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/search-Dnn2yy-S.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/admin-sidebar-yHIVJcUx.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/skeleton-CyH2GCK-.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/index-91jSTSfl.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/avatar-bJiRI8lT.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/layout-dashboard-RqNgzc_a.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/download-DC4HVK4a.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/library-DlLxw63y.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /assets/message-square-D0L4UOrF.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /logo.png
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 GET /assets/log-out-TYN56xs3.js
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM ::1 Returned 304 in 0 ms
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 GET /logo.png
2025-10-01T21:16:30:  HTTP  10/1/2025 9:16:30 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-01T21:20:44:  HTTP  10/1/2025 9:20:44 PM ::1 GET /admin/ready-papers
